LargestPropertyUseType,Neighborhood,PrimaryPropertyType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,LargestPropertyUseTypeGFA,PropertyGFATotal,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),PropertyGFAParking,YearBuilt,SiteEnergyUse(kBtu),TotalGHGEmissions
Retail Store,NORTHEAST,Mixed Use Property,Office,Restaurant,21194.0,22778,12923.0,3720.0,,47.66816,-122.27706,1.0,1,22778,0,1948,2470566.0,120.86
Worship Facility,BALLARD,Worship Facility,Pre-school/Daycare,None,21052.0,21562,400.0,0.0,20.0,47.68517,-122.38733,1.0,2,21562,0,1956,866806.0,37.28
Other - Entertainment/Public Assembly,CENTRAL,Other,None,None,25753.0,25753,0.0,0.0,,47.62322,-122.29006,1.0,1,25753,0,1959,1378130.25,62.51
Other - Recreation,EAST,Other,None,None,71280.0,71280,0.0,0.0,,47.62816,-122.28067,1.0,3,71280,0,1928,22767828.0,861.85
K-12 School,EAST,K-12 School,None,None,38297.0,38297,0.0,0.0,85.0,47.63408,-122.28483,1.0,3,38297,0,1925,1845150.625,69.18
Senior Care Community,EAST,Senior Care Community,Parking,Worship Facility,148590.0,153312,72317.0,4722.0,51.0,47.63429,-122.27652,1.0,16,153312,0,1963,20628680.0,792.6
Worship Facility,SOUTHEAST,Worship Facility,Parking,None,24200.0,24200,0.0,0.0,73.0,47.53857,-122.28026,1.0,2,24200,0,1968,826488.6875,22.38
Residence Hall/Dormitory,MAGNOLIA / QUEEN ANNE,Residence Hall,Office,Social/Meeting Hall,15200.0,23513,2600.0,1800.0,,47.63651,-122.34418,1.0,4,21302,2211,1981,1740568.25,49.79
Self-Storage Facility,DELRIDGE,Self-Storage Facility,None,None,66720.0,66610,0.0,0.0,,47.56785,-122.37039,1.0,3,66610,0,1994,640377.0,18.81
Other,GREATER DUWAMISH,Other,Office,None,34000.0,36000,1400.0,0.0,,47.56774,-122.33289,1.0,1,36000,0,1950,3646053.75,58.79
K-12 School,NORTHWEST,K-12 School,None,None,15006.0,23222,0.0,0.0,62.0,47.71387,-122.3535,1.0,2,23222,0,1938,1219863.125,55.06
Fitness Center/Health Club/Gym,EAST,Mixed Use Property,Office,Retail Store,7501.0,24476,5872.0,5375.0,,47.61426,-122.3253,1.0,2,24476,0,1924,2662054.25,91.69
K-12 School,EAST,K-12 School,None,None,48783.0,60000,0.0,0.0,52.0,47.61339,-122.32594,1.0,3,60000,0,1904,3625407.5,121.63
Other - Entertainment/Public Assembly,EAST,Other,None,None,46560.0,46560,0.0,0.0,,47.61449,-122.32592,1.0,2,46560,0,1954,690557.6875,17.31
Bank Branch,MAGNOLIA / QUEEN ANNE,Other,Parking,None,25000.0,30408,5408.0,0.0,61.0,47.63303,-122.34268,1.0,3,30408,0,1980,1440554.25,10.04
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,Parking,None,28400.0,30109,7200.0,0.0,89.0,47.63439,-122.34078,1.0,3,30109,0,1920,1465795.75,34.03
K-12 School,SOUTHWEST,K-12 School,None,None,39929.0,39929,0.0,0.0,82.0,47.55257,-122.38019,1.0,2,39929,0,1964,1813718.0,47.18
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,None,None,25481.0,25481,0.0,0.0,92.0,47.63985,-122.36712,1.0,2,25481,0,1960,917100.3125,38.59
Senior Care Community,SOUTHEAST,Senior Care Community,None,None,141297.0,141297,0.0,0.0,76.0,47.53515,-122.26556,1.0,1,141297,0,1967,19423344.0,717.93
Office,LAKE UNION,Small and Mid-Sized Office,Other - Restaurant/Bar,None,32610.0,27788,4874.0,0.0,73.0,47.62298,-122.33082,1.0,2,27788,0,1912,2119806.25,35.99
Hotel,NORTHWEST,Hotel,None,None,41704.0,41704,0.0,0.0,73.0,47.729,-122.34473,1.0,4,33120,8584,1990,1943899.25,58.52
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,21000.0,22324,0.0,0.0,53.0,47.56683,-122.33358,1.0,2,22324,0,1941,588856.125,22.33
Other - Entertainment/Public Assembly,GREATER DUWAMISH,Other,None,None,32000.0,31360,0.0,0.0,,47.5661,-122.33358,1.0,2,31360,0,1946,1725108.25,39.65
Retail Store,GREATER DUWAMISH,Mixed Use Property,Manufacturing/Industrial Plant,Office,14344.0,30496,10272.0,8012.0,,47.56555,-122.33362,1.0,1,30496,0,1947,1992158.25,46.01
Office,EAST,Small and Mid-Sized Office,Retail Store,None,13175.0,27600,9175.0,0.0,84.0,47.61545,-122.3238,1.0,3,27600,0,1922,1072151.375,12.57
Senior Care Community,NORTHWEST,Senior Care Community,None,None,56000.0,55974,0.0,0.0,98.0,47.66312,-122.35311,1.0,2,55974,0,1961,6135173.0,203.21
K-12 School,GREATER DUWAMISH,K-12 School,None,None,52901.0,52901,0.0,0.0,75.0,47.53074,-122.28491,1.0,2,52901,0,1971,2240342.0,60.2
Senior Care Community,NORTH,Senior Care Community,None,None,22583.0,22583,0.0,0.0,95.0,47.70883,-122.28887,1.0,1,22583,0,1954,1981360.0,70.92
Office,LAKE UNION,Small and Mid-Sized Office,Parking,None,24914.0,26694,4720.0,0.0,92.0,47.6483,-122.33438,1.0,3,20660,6034,1981,720170.6875,5.02
Non-Refrigerated Warehouse,NORTHWEST,Warehouse,None,None,25000.0,29400,0.0,0.0,69.0,47.70833,-122.34429,1.0,1,29400,0,1972,227509.5,1.59
Hotel,GREATER DUWAMISH,Hotel,None,None,22452.0,22452,0.0,0.0,85.0,47.54774,-122.32091,1.0,3,22452,0,1992,1244150.0,41.88
Bank Branch,NORTHEAST,Other,None,None,17434.0,25767,0.0,0.0,22.0,47.66148,-122.31279,1.0,2,25767,0,1912,1581352.75,11.02
Retail Store,NORTHEAST,Retail Store,Office,None,14585.0,33910,14462.0,0.0,75.0,47.66188,-122.31279,1.0,4,33910,0,1953,1822834.25,38.21
Worship Facility,NORTHEAST,Worship Facility,Office,K-12 School,62400.0,78401,9940.0,4960.0,,47.6645,-122.31224,1.0,2,78401,0,1927,2462408.25,87.41
Non-Refrigerated Warehouse,LAKE UNION,Warehouse,Office,Retail Store,41275.0,78716,29399.0,6278.0,38.0,47.64748,-122.33435,1.0,2,78716,0,1979,4103800.75,48.13
K-12 School,LAKE UNION,K-12 School,None,None,30740.0,33300,0.0,0.0,92.0,47.66389,-122.33692,1.0,2,33300,0,1910,1594733.625,69.2
Supermarket/Grocery Store,LAKE UNION,Supermarket and Grocery Store,None,None,31174.0,28808,0.0,0.0,29.0,47.66185,-122.33594,1.0,1,28808,0,1957,9232576.0,226.73
Office,NORTHEAST,Small and Mid-Sized Office,Parking,None,20962.0,27966,7004.0,0.0,58.0,47.66345,-122.3134,1.0,1,20962,7004,1957,1100499.75,7.67
Supermarket/Grocery Store,NORTHEAST,Supermarket and Grocery Store,Parking,None,25828.0,26226,0.0,0.0,37.0,47.66429,-122.31389,1.0,1,26226,0,1950,7588060.5,156.18
Bank Branch,NORTHEAST,Mixed Use Property,Parking,None,19183.0,34948,19183.0,0.0,17.0,47.6616,-122.31393,1.0,2,19193,15755,1976,1159807.125,8.09
Office,LAKE UNION,Small and Mid-Sized Office,Laboratory,None,20434.0,37639,7557.0,0.0,,47.6342,-122.32661,1.0,3,27640,9999,1998,6197824.5,43.21
Office,DOWNTOWN,Small and Mid-Sized Office,Other,None,18400.0,22840,4440.0,0.0,64.0,47.60102,-122.33378,1.0,4,22840,0,1900,881386.1875,6.14
Museum,DOWNTOWN,Other,Bar/Nightclub,Supermarket/Grocery Store,10420.0,21420,5000.0,2000.0,,47.60135,-122.33327,1.0,1,21420,0,1900,810636.875,9.72
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,20880.0,20880,0.0,0.0,94.0,47.6011,-122.33197,1.0,1,20880,0,1900,683274.0,4.76
Office,DOWNTOWN,Mixed Use Property,Other - Entertainment/Public Assembly,None,13000.0,26000,13000.0,0.0,,47.59938,-122.33197,1.0,3,26000,0,1966,1063035.875,18.62
Office,DOWNTOWN,Small and Mid-Sized Office,Restaurant,None,12100.0,38675,4281.0,0.0,,47.59954,-122.33201,1.0,3,38675,0,1900,1938776.75,43.91
Office,DOWNTOWN,Small and Mid-Sized Office,Other,None,32039.0,49951,24035.0,0.0,,47.59986,-122.33195,1.0,4,49951,0,1929,5134446.0,185.33
Medical Office,SOUTHEAST,Medical Office,None,None,25880.0,25880,0.0,0.0,8.0,47.5195,-122.26935,1.0,2,25880,0,2010,1941728.75,19.81
Worship Facility,NORTHEAST,Worship Facility,Office,None,32098.0,41013,2310.0,0.0,,47.66517,-122.31037,1.0,3,41013,0,1927,1080821.0,37.43
Social/Meeting Hall,NORTHEAST,Other,Office,None,18075.0,21075,3000.0,0.0,,47.66453,-122.30999,1.0,2,21075,0,2004,1581036.75,53.88
Worship Facility,NORTHEAST,Worship Facility,None,None,63922.0,46485,0.0,0.0,83.0,47.67842,-122.31949,1.0,3,46485,0,1950,1544995.75,47.03
Office,NORTHWEST,Small and Mid-Sized Office,Parking,None,40768.0,56896,16128.0,0.0,96.0,47.67819,-122.3231,1.0,4,56896,0,1965,1402048.5,28.46
Worship Facility,NORTHWEST,Worship Facility,None,None,27500.0,27500,0.0,0.0,60.0,47.67783,-122.32577,1.0,2,27500,0,1978,577123.125,14.79
Office,DOWNTOWN,Small and Mid-Sized Office,Distribution Center,None,22000.0,36630,11000.0,0.0,90.0,47.59856,-122.33248,1.0,2,36630,0,1930,541943.3125,3.78
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,41920.0,41920,0.0,0.0,95.0,47.59971,-122.33065,1.0,5,41920,0,1906,1103594.75,7.69
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,44000.0,36879,0.0,0.0,92.0,47.60048,-122.33157,1.0,5,36879,0,1905,1537570.25,26.94
Other - Lodging/Residential,DOWNTOWN,Other,None,None,29820.0,29820,0.0,0.0,,47.60055,-122.33057,1.0,6,29820,0,1904,1601955.625,35.72
Non-Refrigerated Warehouse,DOWNTOWN,Warehouse,Retail Store,Office,26416.0,43484,9531.0,7537.0,18.0,47.59986,-122.32987,1.0,4,43484,0,1906,1567040.75,10.92
Office,DOWNTOWN,Mixed Use Property,Other,Retail Store,10800.0,22480,10800.0,7200.0,,47.599,-122.32717,1.0,3,22480,0,1900,981009.125,6.84
Hotel,DOWNTOWN,Hotel,Retail Store,None,23193.0,33018,6165.0,0.0,49.0,47.5985,-122.32677,1.0,4,33018,0,1925,4857581.5,173.67
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,30800.0,26510,0.0,0.0,91.0,47.5962,-122.32548,1.0,2,26510,0,1970,987063.6875,11.18
Non-Refrigerated Warehouse,LAKE UNION,Warehouse,Retail Store,Office,33222.0,40028,10208.0,6200.0,80.0,47.65429,-122.32618,1.0,1,40028,0,1938,942415.1875,6.76
Office,LAKE UNION,Small and Mid-Sized Office,Parking,None,26282.0,44510,18228.0,0.0,23.0,47.65373,-122.32721,1.0,3,26282,18228,2007,2188051.25,15.25
Worship Facility,NORTH,Worship Facility,None,None,21624.0,21624,0.0,0.0,90.0,47.71705,-122.28577,1.0,1,21624,0,1954,666687.5,20.96
K-12 School,NORTHWEST,K-12 School,None,None,48799.0,42239,0.0,0.0,83.0,47.6763,-122.3285,1.0,1,42239,0,1970,2145603.5,72.69
K-12 School,NORTHWEST,K-12 School,None,None,51026.0,51360,0.0,0.0,89.0,47.66828,-122.3266,1.0,3,51360,0,1925,1403094.75,30.22
Hotel,DOWNTOWN,Hotel,None,None,40552.0,40552,0.0,0.0,99.0,47.59983,-122.32598,1.0,5,40552,0,1910,1200180.875,53.25
Retail Store,DOWNTOWN,Retail Store,Office,None,13500.0,24550,11050.0,0.0,100.0,47.59935,-122.32468,1.0,2,24550,0,1917,977230.3125,6.73
K-12 School,LAKE UNION,K-12 School,None,None,61052.0,61052,0.0,0.0,80.0,47.65753,-122.32405,1.0,2,61052,0,2000,2366929.5,47.78
Social/Meeting Hall,CENTRAL,Other,Office,None,13364.0,25864,8420.0,0.0,,47.60285,-122.31458,1.0,3,25864,0,1908,1028277.313,34.61
Other - Lodging/Residential,NORTHEAST,Other,None,None,20686.0,20686,0.0,0.0,,47.66192,-122.30998,1.0,3,20686,0,1924,1207504.0,42.71
Residence Hall/Dormitory,NORTHEAST,Residence Hall,None,None,22124.0,22124,0.0,0.0,82.0,47.6617,-122.31007,1.0,3,22124,0,1929,637685.0,4.45
Residence Hall/Dormitory,NORTHEAST,Residence Hall,None,None,27487.0,27487,0.0,0.0,82.0,47.66289,-122.30863,1.0,3,27487,0,1926,1594504.875,65.95
Residence Hall/Dormitory,NORTHEAST,Residence Hall,None,None,23616.0,23616,0.0,0.0,55.0,47.66164,-122.30874,1.0,4,23616,0,1926,1656420.25,53.65
Residence Hall/Dormitory,NORTHEAST,Residence Hall,None,None,33448.0,33448,0.0,0.0,78.0,47.66238,-122.30801,1.0,3,33448,0,1976,998633.5,6.96
Senior Care Community,CENTRAL,Senior Care Community,None,None,74840.0,74840,0.0,0.0,48.0,47.60133,-122.31088,1.0,2,74840,0,1987,8268496.5,249.46
Performing Arts,CENTRAL,Other,Social/Meeting Hall,Other - Education,24600.0,20992,4625.0,1665.0,,47.60133,-122.31088,1.0,3,20992,0,1913,2473302.0,104.74
K-12 School,CENTRAL,K-12 School,None,None,22344.0,22344,0.0,0.0,40.0,47.6032,-122.30596,1.0,2,22344,0,1925,1522596.75,55.23
College/University,EAST,University,None,None,26000.0,31900,0.0,0.0,,47.62531,-122.32303,1.0,3,31900,0,1921,2466100.0,96.2
Other - Recreation,BALLARD,Other,Fitness Center/Health Club/Gym,Pre-school/Daycare,18489.0,29417,8946.0,1445.0,,47.68475,-122.38257,1.0,2,29417,0,1950,1631479.125,56.25
Supermarket/Grocery Store,SOUTHWEST,Supermarket and Grocery Store,Office,None,30899.0,31841,942.0,0.0,,47.58217,-122.38479,1.0,1,31841,0,1997,13140574.0,404.21
Parking,EAST,Mixed Use Property,Fitness Center/Health Club/Gym,Office,11021.0,21036,8164.0,7280.0,,47.627,-122.29153,1.0,2,21036,0,1988,2735811.5,78.36
Parking,NORTHEAST,Mixed Use Property,Retail Store,Office,24288.0,32928,16710.0,16128.0,9.0,47.66272,-122.31798,1.0,2,32928,0,1999,5652231.0,39.4
Worship Facility,NORTHEAST,Worship Facility,None,None,20039.0,20039,0.0,0.0,100.0,47.66146,-122.2788,1.0,2,20039,0,1954,104722.2969,0.73
K-12 School,NORTHEAST,K-12 School,None,None,57247.0,54943,0.0,0.0,94.0,47.6622,-122.27796,1.0,2,54943,0,1928,2155390.25,83.76
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,41256.0,44476,0.0,0.0,33.0,47.54761,-122.32759,1.0,1,44476,0,1960,1368120.5,29.7
Office,GREATER DUWAMISH,Small and Mid-Sized Office,Non-Refrigerated Warehouse,Parking,19785.0,35017,10234.0,0.0,66.0,47.54494,-122.32543,1.0,1,35017,0,1969,1295485.25,27.06
Residence Hall/Dormitory,NORTHEAST,Residence Hall,None,None,26000.0,29084,0.0,0.0,66.0,47.66281,-122.30819,1.0,3,29084,0,1950,1632498.625,60.83
Worship Facility,SOUTHEAST,Worship Facility,Parking,None,22962.0,22952,0.0,0.0,98.0,47.58671,-122.30201,1.0,2,22952,0,1963,470666.6875,19.28
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,21040.0,21040,0.0,0.0,43.0,47.54443,-122.32688,1.0,1,21040,0,1976,592088.125,19.14
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,30000.0,28032,0.0,0.0,52.0,47.54491,-122.32758,1.0,2,28032,0,1951,1321065.0,46.61
Distribution Center,GREATER DUWAMISH,Distribution Center,None,None,25620.0,25620,0.0,0.0,82.0,47.54333,-122.32792,1.0,1,25620,0,1974,550324.1875,20.46
Non-Refrigerated Warehouse,DOWNTOWN,Warehouse,None,None,33238.0,33238,0.0,0.0,14.0,47.59775,-122.32219,1.0,3,33238,0,1992,1632472.0,11.38
K-12 School,EAST,K-12 School,None,None,11093.0,27800,0.0,0.0,8.0,47.60745,-122.32542,1.0,4,27800,0,1912,1181428.75,38.36
Office,DOWNTOWN,Large Office,Parking,Bank Branch,222807.0,706176,78049.0,5171.0,82.0,47.60331,-122.33389,1.0,6,706176,0,2000,13270687.0,92.52
Supermarket/Grocery Store,SOUTHWEST,Supermarket and Grocery Store,None,None,31746.0,33706,0.0,0.0,22.0,47.54427,-122.38609,1.0,1,33706,0,1998,8687690.0,206.33
Non-Refrigerated Warehouse,MAGNOLIA / QUEEN ANNE,Mixed Use Property,Other,Office,18400.0,37600,16200.0,3000.0,,47.65532,-122.37133,1.0,2,37600,0,1961,2171751.5,93.55
K-12 School,NORTHWEST,K-12 School,None,None,42128.0,42128,0.0,0.0,93.0,47.70597,-122.36113,1.0,1,42128,0,1954,1709307.5,49.55
K-12 School,BALLARD,K-12 School,None,None,46545.0,44753,0.0,0.0,96.0,47.68644,-122.38905,1.0,2,44753,0,1932,1638691.625,61.25
Other,EAST,Other,None,None,33708.0,33708,0.0,0.0,,47.61314,-122.32262,1.0,3,33708,0,1912,786324.0,19.61
Other,NORTH,Other,None,None,47661.0,47237,0.0,0.0,,47.73368,-122.31366,1.0,2,47237,0,1948,5981430.0,41.7
K-12 School,BALLARD,K-12 School,None,None,60882.0,57298,0.0,0.0,91.0,47.67363,-122.39152,1.0,2,57298,0,1989,1586388.75,11.06
Supermarket/Grocery Store,NORTHEAST,Supermarket and Grocery Store,Parking,None,41447.0,76585,0.0,0.0,18.0,47.68217,-122.31675,1.0,1,38000,38585,1997,13906080.0,364.27
Worship Facility,NORTHEAST,Worship Facility,None,None,26373.0,26373,0.0,0.0,75.0,47.66295,-122.31494,1.0,3,26373,0,1938,964236.0,38.18
Office,CENTRAL,Small and Mid-Sized Office,Restaurant,Retail Store,50379.0,75868,12622.0,6662.0,,47.60207,-122.28481,6.0,2,75868,0,1956,3605749.75,25.14
Other - Entertainment/Public Assembly,EAST,Mixed Use Property,Other - Public Services,Restaurant,5656.0,21656,5561.0,5090.0,,47.62164,-122.31238,1.0,2,21656,0,1947,1607972.25,51.89
Distribution Center,MAGNOLIA / QUEEN ANNE,Distribution Center,None,None,23040.0,23040,0.0,0.0,,47.63319,-122.36294,1.0,3,23040,0,1921,421430.0,2.94
Other,MAGNOLIA / QUEEN ANNE,Other,None,None,34856.0,36771,0.0,0.0,,47.63286,-122.36141,1.0,2,36771,0,1956,5447076.5,37.97
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Other - Services,None,14314.0,24024,9710.0,0.0,,47.53104,-122.32784,1.0,1,24024,0,1977,375773.5938,2.62
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Other,Office,27420.0,42420,10000.0,5000.0,34.0,47.53326,-122.32579,1.0,1,42420,0,1953,965425.1875,29.39
Distribution Center,GREATER DUWAMISH,Distribution Center,Office,None,34382.0,36982,2600.0,0.0,,47.53379,-122.33063,1.0,1,36982,0,1979,374753.8125,6.88
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,Parking,20002.0,23400,3374.0,0.0,,47.53651,-122.32954,1.0,2,23400,0,1964,439266.9063,3.06
Other,MAGNOLIA / QUEEN ANNE,Other,Parking,Office,28120.0,30720,1600.0,1000.0,,47.62518,-122.35317,1.0,2,30720,0,1948,1683064.25,67.15
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,23232.0,23232,0.0,0.0,,47.56626,-122.3244,1.0,1,23232,0,1972,127374.0,0.89
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,32546.0,35046,0.0,0.0,100.0,47.56501,-122.3248,1.0,1,35046,0,1974,1063269.125,17.65
Refrigerated Warehouse,GREATER DUWAMISH,Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,13349.0,25577,8228.0,4000.0,,47.56477,-122.32628,1.0,1,25577,0,1961,895784.6875,14.19
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,42844.0,43380,0.0,0.0,89.0,47.56448,-122.32484,1.0,1,43380,0,1974,405062.0,2.82
Office,LAKE UNION,Small and Mid-Sized Office,None,None,20410.0,20410,0.0,0.0,8.0,47.65576,-122.34208,1.0,3,20410,0,1995,2720238.25,77.84
Office,NORTHWEST,Small and Mid-Sized Office,Parking,None,18396.0,24696,6300.0,0.0,87.0,47.70349,-122.33424,1.0,3,18396,6300,1983,624125.625,4.35
K-12 School,NORTHWEST,K-12 School,None,None,45174.0,45174,0.0,0.0,84.0,47.71487,-122.32959,1.0,1,45174,0,1956,1980825.25,68.89
Worship Facility,NORTHWEST,Worship Facility,None,None,24955.0,24955,0.0,0.0,47.0,47.71479,-122.32824,1.0,1,24955,0,2002,689803.0,21.87
Other/Specialty Hospital,CENTRAL,Other,None,None,34074.0,34074,0.0,0.0,,47.62342,-122.29688,1.0,3,34074,0,1991,8521989.0,286.33
Worship Facility,NORTH,Worship Facility,Other - Education,None,45442.0,76475,31033.0,0.0,,47.71856,-122.32084,1.0,2,76475,0,1961,1765813.625,67.33
K-12 School,NORTH,K-12 School,None,None,32961.0,32961,0.0,0.0,86.0,47.71923,-122.32171,1.0,2,32961,0,1988,1573155.0,62.94
Library,NORTHWEST,Other,Parking,None,12806.0,27376,0.0,0.0,,47.6875,-122.35496,1.0,1,12806,14570,2004,1082920.125,26.67
K-12 School,CENTRAL,K-12 School,None,None,109794.0,109794,0.0,0.0,87.0,47.62291,-122.28879,1.0,1,109794,0,1950,3296526.25,115.34
Other - Lodging/Residential,CENTRAL,Other,None,None,25200.0,25200,0.0,0.0,,47.61796,-122.30847,1.0,3,25200,0,1911,1242666.25,53.02
Supermarket/Grocery Store,NORTH,Supermarket and Grocery Store,None,None,46978.0,44755,0.0,0.0,56.0,47.70941,-122.31707,1.0,1,44755,0,1996,11521140.0,338.58
"Repair Services (Vehicle, Shoe, Locksmith, etc)",EAST,Other,None,None,22320.0,22320,0.0,0.0,,47.61340332,-122.3203506,1.0,2,22320,0,1907,209644.9063,4.8
Office,EAST,Mixed Use Property,Other,Retail Store,12000.0,24000,6000.0,6000.0,,47.6139,-122.32034,1.0,3,24000,0,1912,932083.5,9.09
Office,EAST,Small and Mid-Sized Office,None,None,23422.0,23422,0.0,0.0,65.0,47.61393,-122.31589,1.0,3,23422,0,1920,2701872.0,128.07
Urgent Care/Clinic/Other Outpatient,EAST,Other,None,None,38879.0,38879,0.0,0.0,,47.61674,-122.31111,5.0,2,27551,11328,1975,3371659.75,28.79
Non-Refrigerated Warehouse,EAST,Warehouse,None,None,23040.0,23040,0.0,0.0,99.0,47.61481,-122.31536,1.0,2,23040,0,1920,79711.79688,0.87
Non-Refrigerated Warehouse,EAST,Warehouse,None,None,61880.0,61880,0.0,0.0,66.0,47.61469,-122.31596,1.0,2,61880,0,1958,595936.5,4.15
Office,EAST,Small and Mid-Sized Office,Retail Store,None,13917.0,27938,13188.0,0.0,97.0,47.61556,-122.32048,1.0,2,27938,0,1925,1027394.313,7.31
Other - Services,NORTHEAST,Other,Retail Store,None,32580.0,21600,9650.0,0.0,,47.66386,-122.31715,1.0,2,21600,0,1924,1623657.0,11.32
Other,NORTHEAST,Other,None,None,21886.0,27908,0.0,0.0,,47.66506,-122.31656,1.0,3,27908,0,1929,2028125.625,63.22
K-12 School,CENTRAL,K-12 School,None,None,30562.0,30562,0.0,0.0,69.0,47.62291,-122.28879,1.0,2,30562,0,2000,1622231.375,55.73
Retail Store,DOWNTOWN,Retail Store,None,None,54969.0,54969,0.0,0.0,67.0,47.59951,-122.32033,1.0,3,54969,0,2000,3724098.25,39.31
K-12 School,CENTRAL,K-12 School,Worship Facility,Social/Meeting Hall,44340.0,36825,10415.0,4925.0,,47.61395,-122.31253,1.0,2,36825,0,1951,1755072.75,51.14
Office,EAST,Small and Mid-Sized Office,None,None,31822.0,25834,0.0,0.0,73.0,47.61546,-122.31195,1.0,3,25834,0,1958,2076289.625,54.02
Worship Facility,EAST,Worship Facility,None,None,52225.0,37700,0.0,0.0,38.0,47.63193,-122.32126,1.0,1,37700,0,1929,3481727.5,150.23
K-12 School,EAST,K-12 School,None,None,27273.0,27273,0.0,0.0,90.0,47.64063,-122.30428,1.0,2,27273,0,1925,1258619.125,46.7
Office,NORTHWEST,Small and Mid-Sized Office,Non-Refrigerated Warehouse,Parking,14256.0,25111,7850.0,0.0,77.0,47.69898,-122.34162,1.0,3,25111,0,1982,954352.6875,24.97
Worship Facility,MAGNOLIA / QUEEN ANNE,Worship Facility,None,None,31805.0,31805,0.0,0.0,10.0,47.64725,-122.39977,1.0,2,31805,0,1953,1641667.0,68.39
K-12 School,MAGNOLIA / QUEEN ANNE,K-12 School,None,None,20811.0,20811,0.0,0.0,95.0,47.64725,-122.39977,1.0,1,20811,0,1953,1267348.5,43.97
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,12644.0,22058,7286.0,0.0,1.0,47.59393,-122.32211,1.0,2,22058,0,1967,1987334.75,66.43
Refrigerated Warehouse,GREATER DUWAMISH,Refrigerated Warehouse,Office,None,43452.0,22890,2890.0,0.0,,47.56268,-122.32364,1.0,1,22890,0,1970,10005787.0,119.76
Other,GREATER DUWAMISH,Other,None,None,36000.0,36000,0.0,0.0,,47.56166,-122.3237,1.0,5,36000,0,1907,1111293.75,43.04
Distribution Center,GREATER DUWAMISH,Distribution Center,Parking,None,28320.0,28320,0.0,0.0,1.0,47.5616,-122.32603,1.0,1,28320,0,1971,4236396.5,67.96
Worship Facility,NORTHEAST,Worship Facility,None,None,29079.0,29079,0.0,0.0,78.0,47.67816,-122.28998,1.0,1,29079,0,1955,861643.6875,22.18
Office,EAST,Small and Mid-Sized Office,Parking,None,19232.0,28848,9616.0,0.0,82.0,47.63441,-122.28061,1.0,3,19232,9616,1982,726917.5,5.07
Office,BALLARD,Small and Mid-Sized Office,Distribution Center,None,13600.0,20535,8200.0,0.0,7.0,47.65564,-122.36191,1.0,2,20535,0,1988,1835804.0,38.71
Laboratory,MAGNOLIA / QUEEN ANNE,Laboratory,Other,None,29527.0,43025,13498.0,0.0,,47.65223,-122.36147,1.0,2,43025,0,1985,9393108.0,255.97
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,30800.0,30800,0.0,0.0,65.0,47.54769,-122.3251,1.0,1,30800,0,1965,485971.0,3.39
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Supermarket/Grocery Store,Distribution Center,27271.0,37400,5706.0,4473.0,73.0,47.59416,-122.3267,1.0,1,37400,0,1922,924192.6875,7.8
Office,DOWNTOWN,Large Office,None,None,268130.0,268130,0.0,0.0,88.0,47.59666,-122.32768,1.0,11,268130,0,2000,15026352.0,106.86
Office,DOWNTOWN,Small and Mid-Sized Office,Bank Branch,None,61665.0,68452,6787.0,0.0,79.0,47.59706,-122.32813,1.0,11,68452,0,2000,3782378.25,26.37
